WKT,PIXEL,X,Y
"POLYGON ((-80.1853197196245 40.4549788851598,-80.185644836985 40.4639813250726,-80.173858143367 40.4642290762578,-80.1735345977465 40.4552266036757,-80.1853197196245 40.4549788851598))",131136,-80.17959,40.45960
"POLYGON ((-80.1735345977465 40.4552266036757,-80.173858143367 40.4642290762578,-80.1620713633715 40.4644756258909,-80.1617493895255 40.455473120798,-80.1735345977465 40.4552266036757))",132136,-80.16780,40.45985
"POLYGON ((-80.1617493895255 40.455473120798,-80.1620713633715 40.4644756258909,-80.1502844974175 40.4647209739591,-80.1499640953804 40.4557184365137,-80.1617493895255 40.455473120798))",133136,-80.15602,40.46010
"POLYGON ((-80.1499640953804 40.4557184365137,-80.1502844974175 40.4647209739591,-80.138497545924 40.4649651204492,-80.1381787157301 40.4559625508097,-80.1499640953804 40.4557184365137))",134136,-80.14423,40.46034
"POLYGON ((-80.1381787157301 40.4559625508097,-80.138497545924 40.4649651204492,-80.12671050931 40.4652080653485,-80.1263932509933 40.4562054636731,-80.1381787157301 40.4559625508097))",135136,-80.13245,40.46059
"POLYGON ((-80.1263932509933 40.4562054636731,-80.12671050931 40.4652080653485,-80.1149233879946 40.465449808644,-80.114607701589 40.4564471750913,-80.1263932509933 40.4562054636731))",136136,-80.12066,40.46083
"POLYGON ((-80.114607701589 40.4564471750913,-80.1149233879946 40.465449808644,-80.1031361823967 40.4656903503231,-80.102822067936 40.4566876850513,-80.114607701589 40.4564471750913))",137136,-80.10887,40.46107
"POLYGON ((-80.102822067936 40.4566876850513,-80.1031361823967 40.4656903503231,-80.0913488929357 40.4659296903729,-80.0910363504533 40.4569269935406,-80.102822067936 40.4566876850513))",138136,-80.09709,40.46131
"POLYGON ((-80.0910363504533 40.4569269935406,-80.0913488929357 40.4659296903729,-80.0795615200304 40.466167828781,-80.0792505495598 40.4571651005464,-80.0910363504533 40.4569269935406))",139136,-80.08530,40.46155
"POLYGON ((-80.0792505495598 40.4571651005464,-80.0795615200304 40.466167828781,-80.0677740641 40.4664047655346,-80.0674646656745 40.4574020060562,-80.0792505495598 40.4571651005464))",140136,-80.07351,40.46179
"POLYGON ((-80.0674646656745 40.4574020060562,-80.0677740641 40.4664047655346,-80.0559865255637 40.4666405006213,-80.0556786992162 40.4576377100574,-80.0674646656745 40.4574020060562))",141136,-80.06173,40.46202
"POLYGON ((-80.0556786992162 40.4576377100574,-80.0559865255637 40.4666405006213,-80.0441989048405 40.4668750340286,-80.0438926506041 40.4578722125376,-80.0556786992162 40.4576377100574))",142136,-80.04994,40.46226
"POLYGON ((-80.0438926506041 40.4578722125376,-80.0441989048405 40.4668750340286,-80.0324112023498 40.4671083657441,-80.0321065202571 40.4581055134845,-80.0438926506041 40.4578722125376))",143136,-80.03815,40.46249
"POLYGON ((-80.0321065202571 40.4581055134845,-80.0324112023498 40.4671083657441,-80.0206234185107 40.4673404957556,-80.0203203085943 40.4583376128857,-80.0321065202571 40.4581055134845))",144136,-80.02637,40.46272
"POLYGON ((-80.0203203085943 40.4583376128857,-80.0206234185107 40.4673404957556,-80.0088355537423 40.4675714240506,-80.0085340160346 40.4585685107289,-80.0203203085943 40.4583376128857))",145136,-80.01458,40.46295
"POLYGON ((-80.0085340160346 40.4585685107289,-80.0088355537423 40.4675714240506,-79.9970476084639 40.4678011506171,-79.9967476429971 40.4587982070019,-80.0085340160346 40.4585685107289))",146136,-80.00279,40.46318
"POLYGON ((-79.9967476429971 40.4587982070019,-79.9970476084639 40.4678011506171,-79.9852595830947 40.4680296754429,-79.9849611899009 40.4590267016927,-79.9967476429971 40.4587982070019))",147136,-79.99100,40.46341
"POLYGON ((-79.9849611899009 40.4590267016927,-79.9852595830947 40.4680296754429,-79.9734714780541 40.468256998516,-79.9731746571651 40.4592539947891,-79.9849611899009 40.4590267016927))",148136,-79.97922,40.46364
"POLYGON ((-79.9731746571651 40.4592539947891,-79.9734714780541 40.468256998516,-79.9616832937612 40.4684831198243,-79.9613880452087 40.4594800862792,-79.9731746571651 40.4592539947891))",149136,-79.96743,40.46387
"POLYGON ((-79.9613880452087 40.4594800862792,-79.9616832937612 40.4684831198243,-79.9498950306354 40.4687080393558,-79.949601354451 40.459704976151,-79.9613880452087 40.4594800862792))",150136,-79.95564,40.46409
"POLYGON ((-79.949601354451 40.459704976151,-79.9498950306354 40.4687080393558,-79.9381066890959 40.4689317570988,-79.9378145853111 40.4599286643926,-79.949601354451 40.459704976151))",151136,-79.94385,40.46432
"POLYGON ((-79.9378145853111 40.4599286643926,-79.9381066890959 40.4689317570988,-79.9263182695621 40.4691542730414,-79.926027738208 40.4601511509922,-79.9378145853111 40.4599286643926))",152136,-79.93207,40.46454
"POLYGON ((-79.926027738208 40.4601511509922,-79.9263182695621 40.4691542730414,-79.9145297724534 40.4693755871718,-79.9142408135611 40.460372435938,-79.926027738208 40.4601511509922))",153136,-79.92028,40.46476
"POLYGON ((-79.9142408135611 40.460372435938,-79.9145297724534 40.4693755871718,-79.9027411981891 40.4695956994783,-79.9024538117894 40.4605925192184,-79.9142408135611 40.460372435938))",154136,-79.90849,40.46498
"POLYGON ((-79.9024538117894 40.4605925192184,-79.9027411981891 40.4695956994783,-79.8909525471885 40.4698146099493,-79.8906667333122 40.4608114008218,-79.9024538117894 40.4605925192184))",155136,-79.89670,40.46520
"POLYGON ((-79.8906667333122 40.4608114008218,-79.8909525471885 40.4698146099493,-79.8791638198711 40.4700323185733,-79.8788795785487 40.4610290807365,-79.8906667333122 40.4608114008218))",156136,-79.88492,40.46542
"POLYGON ((-79.8788795785487 40.4610290807365,-79.8791638198711 40.4700323185733,-79.8673750166562 40.4702488253387,-79.8670923479181 40.4612455589511,-79.8788795785487 40.4610290807365))",157136,-79.87313,40.46564
"POLYGON ((-79.8670923479181 40.4612455589511,-79.8673750166562 40.4702488253387,-79.8555861379633 40.4704641302342,-79.8553050418397 40.4614608354542,-79.8670923479181 40.4612455589511))",158136,-79.86134,40.46585
"POLYGON ((-79.8553050418397 40.4614608354542,-79.8555861379633 40.4704641302342,-79.8437971842119 40.4706782332483,-79.8435176607328 40.4616749102343,-79.8553050418397 40.4614608354542))",159136,-79.84955,40.46607
"POLYGON ((-79.8435176607328 40.4616749102343,-79.8437971842119 40.4706782332483,-79.8320081558213 40.4708911343696,-79.8317302050167 40.4618877832802,-79.8435176607328 40.4616749102343))",160136,-79.83776,40.46628
"POLYGON ((-79.8317302050167 40.4618877832802,-79.8320081558213 40.4708911343696,-79.820219053211 40.4711028335871,-79.8199426751106 40.4620994545806,-79.8317302050167 40.4618877832802))",161136,-79.82598,40.46650
"POLYGON ((-79.8199426751106 40.4620994545806,-79.820219053211 40.4711028335871,-79.8084298768007 40.4713133308895,-79.8081550714339 40.4623099241243,-79.8199426751106 40.4620994545806))",162136,-79.81419,40.46671
"POLYGON ((-79.8081550714339 40.4623099241243,-79.8084298768007 40.4713133308895,-79.7966406270096 40.4715226262656,-79.7963673944059 40.4625191919003,-79.8081550714339 40.4623099241243))",163136,-79.80240,40.46692
"POLYGON ((-79.7963673944059 40.4625191919003,-79.7966406270096 40.4715226262656,-79.7848513042574 40.4717307197045,-79.784579644446 40.4627272578974,-79.7963673944059 40.4625191919003))",164136,-79.79061,40.46713
"POLYGON ((-79.784579644446 40.4627272578974,-79.7848513042574 40.4717307197045,-79.7730619089636 40.471937611195,-79.7727918219736 40.4629341221047,-79.784579644446 40.4627272578974))",165136,-79.77882,40.46733
"POLYGON ((-79.7727918219736 40.4629341221047,-79.7730619089636 40.471937611195,-79.7612724415477 40.4721433007264,-79.7610039274079 40.4631397845113,-79.7727918219736 40.4629341221047))",166136,-79.76703,40.46754
"POLYGON ((-79.7610039274079 40.4631397845113,-79.7612724415477 40.4721433007264,-79.7494829024294 40.4723477882877,-79.7492159611684 40.4633442451062,-79.7610039274079 40.4631397845113))",167136,-79.75524,40.46774
"POLYGON ((-79.7492159611684 40.4633442451062,-79.7494829024294 40.4723477882877,-79.7376932920281 40.4725510738681,-79.7374279236746 40.4635475038787,-79.7492159611684 40.4633442451062))",168136,-79.74346,40.46795
"POLYGON ((-79.7374279236746 40.4635475038787,-79.7376932920281 40.4725510738681,-79.7259036107636 40.4727531574569,-79.7256398153458 40.4637495608181,-79.7374279236746 40.4635475038787))",169136,-79.73167,40.46815
"POLYGON ((-79.7256398153458 40.4637495608181,-79.7259036107636 40.4727531574569,-79.7141138590553 40.4729540390434,-79.7138516366015 40.4639504159136,-79.7256398153458 40.4637495608181))",170136,-79.71988,40.46835
"POLYGON ((-79.7138516366015 40.4639504159136,-79.7141138590553 40.4729540390434,-79.7023240373229 40.4731537186171,-79.7020633878611 40.4641500691547,-79.7138516366015 40.4639504159136))",171136,-79.70809,40.46855
"POLYGON ((-79.7020633878611 40.4641500691547,-79.7023240373229 40.4731537186171,-79.690534145986 40.4733521961672,-79.6902750695442 40.4643485205309,-79.7020633878611 40.4641500691547))",172136,-79.69630,40.46875
"POLYGON ((-80.3499551000376 40.4423827060075,-80.3503021254111 40.4513846870464,-80.3385182563002 40.4516492236707,-80.3381728017467 40.4426472077485,-80.3499551000376 40.4423827060075))",117137,-80.34424,40.44702
"POLYGON ((-80.3381728017467 40.4426472077485,-80.3385182563002 40.4516492236707,-80.3267342949849 40.4519125590903,-80.3263904112881 40.4429105084431,-80.3381728017467 40.4426472077485))",118137,-80.33245,40.44728
"POLYGON ((-80.3263904112881 40.4429105084431,-80.3267342949849 40.4519125590903,-80.3149502418836 40.4521746932914,-80.3146079290804 40.4431726080774,-80.3263904112881 40.4429105084431))",119137,-80.32067,40.44754
"POLYGON ((-80.3146079290804 40.4431726080774,-80.3149502418836 40.4521746932914,-80.303166097415 40.4524356262599,-80.3028253555418 40.4434335066376,-80.3146079290804 40.4431726080774))",120137,-80.30889,40.44780
"POLYGON ((-80.3028253555418 40.4434335066376,-80.303166097415 40.4524356262599,-80.2913818619976 40.4526953579823,-80.2910426910908 40.4436932041099,-80.3028253555418 40.4434335066376))",121137,-80.29710,40.44806
"POLYGON ((-80.2910426910908 40.4436932041099,-80.2913818619976 40.4526953579823,-80.27959753605 40.4529538884446,-80.279259936146 40.4439517004805,-80.2910426910908 40.4436932041099))",122137,-80.28532,40.44832
"POLYGON ((-80.279259936146 40.4439517004805,-80.27959753605 40.4529538884446,-80.267813119991 40.4532112176333,-80.2674770911256 40.4442089957359,-80.279259936146 40.4439517004805))",123137,-80.27354,40.44858
"POLYGON ((-80.2674770911256 40.4442089957359,-80.267813119991 40.4532112176333,-80.2560286142391 40.4534673455349,-80.2556941564483 40.4444650898624,-80.2674770911256 40.4442089957359))",124137,-80.26175,40.44884
"POLYGON ((-80.2556941564483 40.4444650898624,-80.2560286142391 40.4534673455349,-80.244244019213 40.4537222721357,-80.2439111325325 40.4447199828464,-80.2556941564483 40.4444650898624))",125137,-80.24997,40.44909
"POLYGON ((-80.2439111325325 40.4447199828464,-80.244244019213 40.4537222721357,-80.2324593353314 40.4539759974223,-80.2321280197968 40.4449736746747,-80.2439111325325 40.4447199828464))",126137,-80.23819,40.44935
"POLYGON ((-80.2321280197968 40.4449736746747,-80.2324593353314 40.4539759974223,-80.220674563013 40.4542285213813,-80.2203448186597 40.4452261653337,-80.2321280197968 40.4449736746747))",127137,-80.22640,40.44960
"POLYGON ((-80.2203448186597 40.4452261653337,-80.220674563013 40.4542285213813,-80.2088897026765 40.4544798439994,-80.2085615295398 40.4454774548101,-80.2203448186597 40.4452261653337))",128137,-80.21462,40.44985
"POLYGON ((-80.2085615295398 40.4454774548101,-80.2088897026765 40.4544798439994,-80.1971047547408 40.4547299652633,-80.1967781528556 40.4457275430906,-80.2085615295398 40.4454774548101))",129137,-80.20283,40.45010
"POLYGON ((-80.1967781528556 40.4457275430906,-80.1971047547408 40.4547299652633,-80.1853197196245 40.4549788851598,-80.1849946890258 40.4459764301621,-80.1967781528556 40.4457275430906))",130137,-80.19105,40.45035
"POLYGON ((-80.1849946890258 40.4459764301621,-80.1853197196245 40.4549788851598,-80.1735345977465 40.4552266036757,-80.1732111384689 40.4462241160114,-80.1849946890258 40.4459764301621))",131137,-80.17927,40.45060
"POLYGON ((-80.1732111384689 40.4462241160114,-80.1735345977465 40.4552266036757,-80.1617493895255 40.455473120798,-80.1614275016036 40.4464706006254,-80.1732111384689 40.4462241160114))",132137,-80.16748,40.45085
"POLYGON ((-80.1614275016036 40.4464706006254,-80.1617493895255 40.455473120798,-80.1499640953804 40.4557184365137,-80.1496437788486 40.4467158839911,-80.1614275016036 40.4464706006254))",133137,-80.15570,40.45109
"POLYGON ((-80.1496437788486 40.4467158839911,-80.1499640953804 40.4557184365137,-80.1381787157301 40.4559625508097,-80.1378599706226 40.4469599660955,-80.1496437788486 40.4467158839911))",134137,-80.14391,40.45134
"POLYGON ((-80.1378599706226 40.4469599660955,-80.1381787157301 40.4559625508097,-80.1263932509933 40.4562054636731,-80.1260760773441 40.4472028469258,-80.1378599706226 40.4469599660955))",135137,-80.13213,40.45158
"POLYGON ((-80.1260760773441 40.4472028469258,-80.1263932509933 40.4562054636731,-80.114607701589 40.4564471750913,-80.114292099432 40.4474445264691,-80.1260760773441 40.4472028469258))",136137,-80.12034,40.45183
"POLYGON ((-80.114292099432 40.4474445264691,-80.114607701589 40.4564471750913,-80.102822067936 40.4566876850513,-80.102508037305 40.4476850047127,-80.114292099432 40.4474445264691))",137137,-80.10856,40.45207
"POLYGON ((-80.102508037305 40.4476850047127,-80.102822067936 40.4566876850513,-80.0910363504533 40.4569269935406,-80.0907238913817 40.4479242816438,-80.102508037305 40.4476850047127))",138137,-80.09677,40.45231
"POLYGON ((-80.0907238913817 40.4479242816438,-80.0910363504533 40.4569269935406,-80.0792505495598 40.4571651005464,-80.0789396620811 40.4481623572499,-80.0907238913817 40.4479242816438))",139137,-80.08499,40.45254
"POLYGON ((-80.0789396620811 40.4481623572499,-80.0792505495598 40.4571651005464,-80.0674646656745 40.4574020060562,-80.0671553498219 40.4483992315183,-80.0789396620811 40.4481623572499))",140137,-80.07320,40.45278
"POLYGON ((-80.0671553498219 40.4483992315183,-80.0674646656745 40.4574020060562,-80.0556786992162 40.4576377100574,-80.0553709550227 40.4486349044366,-80.0671553498219 40.4483992315183))",141137,-80.06142,40.45302
"POLYGON ((-80.0553709550227 40.4486349044366,-80.0556786992162 40.4576377100574,-80.0438926506041 40.4578722125376,-80.0435864781026 40.4488693759922,-80.0553709550227 40.4486349044366))",142137,-80.04963,40.45325
"POLYGON ((-80.0435864781026 40.4488693759922,-80.0438926506041 40.4578722125376,-80.0321065202571 40.4581055134845,-80.0318019194803 40.4491026461729,-80.0435864781026 40.4488693759922))",143137,-80.03785,40.45349
"POLYGON ((-80.0318019194803 40.4491026461729,-80.0321065202571 40.4581055134845,-80.0203203085943 40.4583376128857,-80.0200172795747 40.4493347149663,-80.0318019194803 40.4491026461729))",144137,-80.02606,40.45372
"POLYGON ((-80.0200172795747 40.4493347149663,-80.0203203085943 40.4583376128857,-80.0085340160346 40.4585685107289,-80.0082325588046 40.44956558236,-80.0200172795747 40.4493347149663))",145137,-80.01428,40.45395
"POLYGON ((-80.0082325588046 40.44956558236,-80.0085340160346 40.4585685107289,-79.9967476429971 40.4587982070019,-79.996447757589 40.4497952483421,-80.0082325588046 40.44956558236))",146137,-80.00249,40.45418
"POLYGON ((-79.996447757589 40.4497952483421,-79.9967476429971 40.4587982070019,-79.9849611899009 40.4590267016927,-79.9846628763466 40.4500237129002,-79.996447757589 40.4497952483421))",147137,-79.99070,40.45441
"POLYGON ((-79.9846628763466 40.4500237129002,-79.9849611899009 40.4590267016927,-79.9731746571651 40.4592539947891,-79.9728779154965 40.4502509760224,-79.9846628763466 40.4500237129002))",148137,-79.97892,40.45464
"POLYGON ((-79.9728779154965 40.4502509760224,-79.9731746571651 40.4592539947891,-79.9613880452087 40.4594800862792,-79.9610928754577 40.4504770376966,-79.9728779154965 40.4502509760224))",149137,-79.96713,40.45487
"POLYGON ((-79.9610928754577 40.4504770376966,-79.9613880452087 40.4594800862792,-79.949601354451 40.459704976151,-79.9493077566489 40.450701897911,-79.9610928754577 40.4504770376966))",150137,-79.95535,40.45509
"POLYGON ((-79.9493077566489 40.450701897911,-79.949601354451 40.459704976151,-79.9378145853111 40.4599286643926,-79.9375225594893 40.4509255566535,-79.9493077566489 40.450701897911))",151137,-79.94356,40.45532
"POLYGON ((-79.9375225594893 40.4509255566535,-79.9378145853111 40.4599286643926,-79.926027738208 40.4601511509922,-79.9257372843978 40.4511480139125,-79.9375225594893 40.4509255566535))",152137,-79.93178,40.45554
"POLYGON ((-79.9257372843978 40.4511480139125,-79.926027738208 40.4601511509922,-79.9142408135611 40.460372435938,-79.9139519317935 40.4513692696761,-79.9257372843978 40.4511480139125))",153137,-79.91999,40.45576
"POLYGON ((-79.9139519317935 40.4513692696761,-79.9142408135611 40.460372435938,-79.9024538117894 40.4605925192184,-79.9021665020952 40.4515893239327,-79.9139519317935 40.4513692696761))",154137,-79.90820,40.45598
"POLYGON ((-79.9021665020952 40.4515893239327,-79.9024538117894 40.4605925192184,-79.8906667333122 40.4608114008218,-79.8903809957222 40.4518081766707,-79.9021665020952 40.4515893239327))",155137,-79.89642,40.45620
